,index,ID,Species,Model_name,Reference,Trait,Latitude,Longitude,Kingdom,Phylum,Class,Order,Family,Genus,B0,B0_stderr,E,E stderr,T_pk,T_pk.stderr,E_D ,E_D.stderr,E_D_L,E_D_L stderr,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Donor,Acceptor,R_Squared,AIC,BIC,Plotted,Temp_Vals,Trait_Vals
261,978,350,Clostridium perfringens,schoolfield simple,"2011, Lihan Huang and Andy Hwang and John Phillips, 'Effect of Temperature on Microbial Growth Rate-Mathematical Analysis: The Arrhenius and Eyring-Polanyi Connections'. Journal of Food Science, 76(8),ppE553-E560",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,-1.432860107,0.475268954,0.99876831,0.083572559,NA,NA,8.561914404,1.6692991,NA,NA,320.7253,317.1253,322.7253,113.5802218,,,0.960900147,157.9697004,163.4249127,FALSE,"[ 289.1253  293.0886  296.2031  298.1166  298.1637  301.1436  301.1449
  304.1722  304.1743  306.1322  306.1325  308.137   310.0974  310.14
  313.0779  316.0615  319.0916  319.1371  321.0938  323.0498  324.0691
  324.1113]","[  3.45600010e-02   3.07584000e+00   2.37600000e+00   2.49696000e+00
   8.74713600e+00   4.80384000e+00   8.40672000e+00   1.31423040e+01
   2.26031040e+01   2.24147520e+01   2.40753600e+01   3.59605440e+01
   5.32517760e+01   3.97180800e+01   4.70067840e+01   6.40535040e+01
   1.04883552e+02   1.16558784e+02   1.02918816e+02   8.23115520e+01
   4.77446400e+01   3.21019200e+01]"
262,979,350,Clostridium perfringens,schoolfield,"2011, Lihan Huang and Andy Hwang and John Phillips, 'Effect of Temperature on Microbial Growth Rate-Mathematical Analysis: The Arrhenius and Eyring-Polanyi Connections'. Journal of Food Science, 76(8),ppE553-E560",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,-0.739726954,0,0.99877109,0,NA,NA,8.561824977,0,-9.21E-11,0,320.7253,317.1253,322.7253,113.5801058,,,0.960900136,161.9697004,169.6069976,FALSE,"[ 289.1253  293.0886  296.2031  298.1166  298.1637  301.1436  301.1449
  304.1722  304.1743  306.1322  306.1325  308.137   310.0974  310.14
  313.0779  316.0615  319.0916  319.1371  321.0938  323.0498  324.0691
  324.1113]","[  3.45600010e-02   3.07584000e+00   2.37600000e+00   2.49696000e+00
   8.74713600e+00   4.80384000e+00   8.40672000e+00   1.31423040e+01
   2.26031040e+01   2.24147520e+01   2.40753600e+01   3.59605440e+01
   5.32517760e+01   3.97180800e+01   4.70067840e+01   6.40535040e+01
   1.04883552e+02   1.16558784e+02   1.02918816e+02   8.23115520e+01
   4.77446400e+01   3.21019200e+01]"
263,402,141,Clostridium thermoalcaliphilum,schoolfield two factor,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",Specific Growth Rate,33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,-0.954414556,0.493841545,0.796722322,0.086502043,322.2854944,0.454134185,6.740490233,1.218079153,NA,NA,322.2641,317.7641,324.8641,59.06477875,,Acetyl-Phosphate,0.954197698,111.6300057,116.0818645,TRUE,"[ 299.6641  301.2948  303.2166  304.6725  306.2448  308.1666  310.0884
  312.1849  313.1167  314.9803  317.0768  319.9304  322.0851  324.0651
  325.5793  327.734   330.2382  332.2182]","[  1.512      4.04352    7.95744    9.981792  13.77216   17.183232
  22.236768  28.68048   33.481728  40.051584  46.495296  51.296544
  52.18128   51.296544  41.188608   5.81472    2.27232    0.252288]"
264,403,141,Clostridium thermoalcaliphilum,schoolfield simple,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",Specific Growth Rate,33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,-0.95447702,0.493862037,0.796734567,0.08650592,NA,NA,6.740220574,1.217936243,NA,NA,322.2641,317.7641,324.8641,59.06472098,,Acetyl-Phosphate,0.954197767,111.630006,116.0818648,FALSE,"[ 299.6641  301.2948  303.2166  304.6725  306.2448  308.1666  310.0884
  312.1849  313.1167  314.9803  317.0768  319.9304  322.0851  324.0651
  325.5793  327.734   330.2382  332.2182]","[  1.512      4.04352    7.95744    9.981792  13.77216   17.183232
  22.236768  28.68048   33.481728  40.051584  46.495296  51.296544
  52.18128   51.296544  41.188608   5.81472    2.27232    0.252288]"
265,404,141,Clostridium thermoalcaliphilum,schoolfield,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",Specific Growth Rate,33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,-0.954398214,0,0.796719121,0,NA,NA,6.740560422,0,-8.621296652,0,322.2641,317.7641,324.8641,59.06479356,,Acetyl-Phosphate,0.954197681,115.6300057,121.862608,FALSE,"[ 299.6641  301.2948  303.2166  304.6725  306.2448  308.1666  310.0884
  312.1849  313.1167  314.9803  317.0768  319.9304  322.0851  324.0651
  325.5793  327.734   330.2382  332.2182]","[  1.512      4.04352    7.95744    9.981792  13.77216   17.183232
  22.236768  28.68048   33.481728  40.051584  46.495296  51.296544
  52.18128   51.296544  41.188608   5.81472    2.27232    0.252288]"
266,1438,510,Clostridium thermohydrosulfuricum,schoolfield two factor,"Wiegel, J., Ljungdahl, L. G., & Rawson, J. R. (1979). Isolation from soil and properties of the extreme thermophile Clostridium Isolation from Soil and Properties of the Extreme Thermophile Clostridium thermohydrosulfuricum, 1(3), 800?810.",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-2.709466825,0.583809875,0.648710711,0.076954061,341.0091042,0.516343574,4.75055078,0.755943661,NA,NA,341.0437857,334.5437857,344.9437857,13.82210857,,Pyruvate,0.933526023,51.78199244,55.94805916,FALSE,"[ 321.14378571  323.24799586  326.17169025  327.13949228  328.17012339
  328.9181553   331.12582781  333.06687983  334.37323409  335.0903236
  336.11185803  338.29499323  341.18863296  343.31227685  345.20850594
  346.03632689  348.8051679 ]","[  3.08448    3.5856     5.0544     6.048      8.37216    8.983872
   9.19728    9.383904   9.228384  10.272096  11.35728   13.07232   13.608
  12.599712  10.13472    8.23392    3.64608 ]"
267,1439,510,Clostridium thermohydrosulfuricum,schoolfield simple,"Wiegel, J., Ljungdahl, L. G., & Rawson, J. R. (1979). Isolation from soil and properties of the extreme thermophile Clostridium Isolation from Soil and Properties of the Extreme Thermophile Clostridium thermohydrosulfuricum, 1(3), 800?810.",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-2.709468603,0.583813448,0.648710958,0.076954537,NA,NA,4.75054692,0.755935387,NA,NA,341.0437857,334.5437857,344.9437857,13.82210777,,Pyruvate,0.933526024,51.78199244,55.94805916,FALSE,"[ 321.14378571  323.24799586  326.17169025  327.13949228  328.17012339
  328.9181553   331.12582781  333.06687983  334.37323409  335.0903236
  336.11185803  338.29499323  341.18863296  343.31227685  345.20850594
  346.03632689  348.8051679 ]","[  3.08448    3.5856     5.0544     6.048      8.37216    8.983872
   9.19728    9.383904   9.228384  10.272096  11.35728   13.07232   13.608
  12.599712  10.13472    8.23392    3.64608 ]"
268,1440,510,Clostridium thermohydrosulfuricum,schoolfield,"Wiegel, J., Ljungdahl, L. G., & Rawson, J. R. (1979). Isolation from soil and properties of the extreme thermophile Clostridium Isolation from Soil and Properties of the Extreme Thermophile Clostridium thermohydrosulfuricum, 1(3), 800?810.",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-1.138099451,1.439147208,0.449591322,0.178616562,NA,NA,5.544501912,1.081972678,-3.29075863,2.441636532,341.4437857,333.5437857,345.2437857,13.36858932,,Pyruvate,0.956758562,48.46156622,54.29405963,TRUE,"[ 321.14378571  323.24799586  326.17169025  327.13949228  328.17012339
  328.9181553   331.12582781  333.06687983  334.37323409  335.0903236
  336.11185803  338.29499323  341.18863296  343.31227685  345.20850594
  346.03632689  348.8051679 ]","[  3.08448    3.5856     5.0544     6.048      8.37216    8.983872
   9.19728    9.383904   9.228384  10.272096  11.35728   13.07232   13.608
  12.599712  10.13472    8.23392    3.64608 ]"
269,1120,400,Clostridium thermosuccinogenes ,schoolfield two factor,"Drent, WJ et al (1991) Fermentation of Inulin by Clostridium thermosuccinogenes sp. nov., a Thermophilic Anaerobic Bacterium Isolated from Various Habitats. Appl Env Micro 57, 455-462",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,-6.167210177,0,1.083524471,0,353.2754952,0,11.99483942,0,NA,NA,NA,NA,NA,NA,,,0.973916309,14.70356296,12.75075252,TRUE,[ 311.665  316.201  320.172  328.154  331.272],[ 0.05616  1.512    2.09088  4.30272  6.912  ]
270,1121,400,Clostridium thermosuccinogenes ,schoolfield simple,"Drent, WJ et al (1991) Fermentation of Inulin by Clostridium thermosuccinogenes sp. nov., a Thermophilic Anaerobic Bacterium Isolated from Various Habitats. Appl Env Micro 57, 455-462",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,-9.075685138,19870.37089,1.66049861,1987.7007,NA,NA,4.57E-05,3989.464337,NA,NA,NA,NA,NA,NA,,,-0.347198486,36.30981738,34.35700694,FALSE,[ 311.665  316.201  320.172  328.154  331.272],[ 0.05616  1.512    2.09088  4.30272  6.912  ]
271,649,226,Clostridium thermosulfurogenes,schoolfield two factor,"1983,  SCHINK, B. and Zeikus, J.G., 'Clostvidium thevmosulfurogenes sp. nov., a New Thermophile that Produces Elemental Sulphur from Thiosulphate', Journal of General Microbiology, 129 (1149-1158)",Specific Growth Rate,44.42,-110.58,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,-2.849765904,1.02282402,0.667799458,0.139086366,336.0326336,1.091081947,9.071074246,7.794436593,NA,NA,336.0773,330.7773,338.3773,10.81751608,,Pyruvate†,0.936758252,34.62319602,35.6093189,FALSE,"[ 309.8773  313.0136  318.0591  323.0364  328.0818  332.9909  334.15
  338.1727  343.2182]","[  1.00000000e-09   1.69344000e+00   2.54016000e+00   6.35904000e+00
   7.58592000e+00   9.43747200e+00   9.22579200e+00   8.64000000e+00
   3.28320010e-02]"
272,650,226,Clostridium thermosulfurogenes,schoolfield simple,"1983,  SCHINK, B. and Zeikus, J.G., 'Clostvidium thevmosulfurogenes sp. nov., a New Thermophile that Produces Elemental Sulphur from Thiosulphate', Journal of General Microbiology, 129 (1149-1158)",Specific Growth Rate,44.42,-110.58,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,-1.778357026,1.090699953,0.50738101,0.143550561,NA,NA,128.8996241,54289270397,NA,NA,342.2773,336.5773,342.6773,13.08027227,,Pyruvate†,0.864254557,41.39962504,42.38574792,FALSE,"[ 309.8773  313.0136  318.0591  323.0364  328.0818  332.9909  334.15
  338.1727  343.2182]","[  1.00000000e-09   1.69344000e+00   2.54016000e+00   6.35904000e+00
   7.58592000e+00   9.43747200e+00   9.22579200e+00   8.64000000e+00
   3.28320010e-02]"
273,651,226,Clostridium thermosulfurogenes,schoolfield,"1983,  SCHINK, B. and Zeikus, J.G., 'Clostvidium thevmosulfurogenes sp. nov., a New Thermophile that Produces Elemental Sulphur from Thiosulphate', Journal of General Microbiology, 129 (1149-1158)",Specific Growth Rate,44.42,-110.58,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,-2.217723918,0,0.582599712,0,NA,NA,70.11161735,0,-597.3999549,0,337.5773,332.6773,338.1773,12.15733013,,Pyruvate†,0.961652837,33.96284749,35.34341953,TRUE,"[ 309.8773  313.0136  318.0591  323.0364  328.0818  332.9909  334.15
  338.1727  343.2182]","[  1.00000000e-09   1.69344000e+00   2.54016000e+00   6.35904000e+00
   7.58592000e+00   9.43747200e+00   9.22579200e+00   8.64000000e+00
   3.28320010e-02]"
274,82,28,Colwellia demingiae,schoolfield two factor,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.733993686,0.093799183,0.734026757,0.100896295,284.3040618,0.318399779,4.189373078,0.527379316,NA,NA,284.2986,279.9986,287.1986,5.838304243,,Pyruvate,0.950059596,25.56616726,30.28836216,TRUE,"[ 261.9986    273.370327  274.79179   275.36038   277.06613   277.99009
  278.98511   279.5537    280.40657   281.47267   282.39662   284.671
  285.5949    286.0924    287.0875    287.7271    288.3668    289.0775
  291.5651  ]","[  1.00000000e-09   2.10816000e+00   2.54880000e+00   2.92896000e+00
   3.14496000e+00   3.11040000e+00   3.86208000e+00   4.60512000e+00
   4.86432000e+00   5.16672000e+00   5.58144000e+00   5.23584000e+00
   5.26176000e+00   5.55552000e+00   4.48416000e+00   3.76704000e+00
   3.59424000e+00   2.87712000e+00   1.00000000e-09]"
275,83,28,Colwellia demingiae,schoolfield simple,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.733997731,0.093796329,0.734018247,0.100892748,NA,NA,4.189448969,0.527413867,NA,NA,284.2986,279.9986,287.1986,5.838309129,,Pyruvate,0.950059551,25.56616731,30.2883622,FALSE,"[ 261.9986    273.370327  274.79179   275.36038   277.06613   277.99009
  278.98511   279.5537    280.40657   281.47267   282.39662   284.671
  285.5949    286.0924    287.0875    287.7271    288.3668    289.0775
  291.5651  ]","[  1.00000000e-09   2.10816000e+00   2.54880000e+00   2.92896000e+00
   3.14496000e+00   3.11040000e+00   3.86208000e+00   4.60512000e+00
   4.86432000e+00   5.16672000e+00   5.58144000e+00   5.23584000e+00
   5.26176000e+00   5.55552000e+00   4.48416000e+00   3.76704000e+00
   3.59424000e+00   2.87712000e+00   1.00000000e-09]"
276,84,28,Colwellia demingiae,schoolfield,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.733996394,0,0.734023251,0,NA,NA,4.189344667,0,-51.06777497,0,284.2986,279.9986,287.1986,5.838287886,,Pyruvate,0.950059703,29.56616726,36.17724011,FALSE,"[ 261.9986    273.370327  274.79179   275.36038   277.06613   277.99009
  278.98511   279.5537    280.40657   281.47267   282.39662   284.671
  285.5949    286.0924    287.0875    287.7271    288.3668    289.0775
  291.5651  ]","[  1.00000000e-09   2.10816000e+00   2.54880000e+00   2.92896000e+00
   3.14496000e+00   3.11040000e+00   3.86208000e+00   4.60512000e+00
   4.86432000e+00   5.16672000e+00   5.58144000e+00   5.23584000e+00
   5.26176000e+00   5.55552000e+00   4.48416000e+00   3.76704000e+00
   3.59424000e+00   2.87712000e+00   1.00000000e-09]"
277,85,29,Colwellia hornerae,schoolfield two factor,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.507472373,0.153967007,0.731968519,0.193169459,284.1937675,0.502488945,2.705485741,0.41898648,NA,NA,284.165,278.965,288.365,4.055405726,,Pyruvate,0.936692179,16.97520865,21.14127537,FALSE,"[ 256.365    276.3521   277.21411  278.00633  278.86345  279.72913
  280.72788  281.45316  282.24497  283.1768   284.1086   286.3089   287.3064
  288.2778   289.0794   290.2194   296.7922 ]","[  1.00000000e-09   2.44512000e+00   2.62656000e+00   2.88576000e+00
   2.88576000e+00   3.24000000e+00   3.18816000e+00   3.67200000e+00
   3.95712000e+00   4.11264000e+00   4.27680000e+00   3.61152000e+00
   3.49920000e+00   2.33280000e+00   2.95488000e+00   2.83392000e+00
   1.00000000e-09]"
278,86,29,Colwellia hornerae,schoolfield simple,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.507484639,0.153974448,0.731946329,0.19318422,NA,NA,2.705549603,0.418929743,NA,NA,284.165,278.965,288.365,4.055412688,,Pyruvate,0.936692135,16.97520848,21.1412752,TRUE,"[ 256.365    276.3521   277.21411  278.00633  278.86345  279.72913
  280.72788  281.45316  282.24497  283.1768   284.1086   286.3089   287.3064
  288.2778   289.0794   290.2194   296.7922 ]","[  1.00000000e-09   2.44512000e+00   2.62656000e+00   2.88576000e+00
   2.88576000e+00   3.24000000e+00   3.18816000e+00   3.67200000e+00
   3.95712000e+00   4.11264000e+00   4.27680000e+00   3.61152000e+00
   3.49920000e+00   2.33280000e+00   2.95488000e+00   2.83392000e+00
   1.00000000e-09]"
279,87,29,Colwellia hornerae,schoolfield,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.555079085,0.174126836,0.673271367,0.214236179,NA,NA,2.757637734,0.51421922,-31.53030047,7.25E+15,284.265,278.865,288.365,4.033743264,,Pyruvate,0.938836089,20.31332361,26.14581702,FALSE,"[ 256.365    276.3521   277.21411  278.00633  278.86345  279.72913
  280.72788  281.45316  282.24497  283.1768   284.1086   286.3089   287.3064
  288.2778   289.0794   290.2194   296.7922 ]","[  1.00000000e-09   2.44512000e+00   2.62656000e+00   2.88576000e+00
   2.88576000e+00   3.24000000e+00   3.18816000e+00   3.67200000e+00
   3.95712000e+00   4.11264000e+00   4.27680000e+00   3.61152000e+00
   3.49920000e+00   2.33280000e+00   2.95488000e+00   2.83392000e+00
   1.00000000e-09]"
280,88,30,Colwellia psychrerythraea,schoolfield two factor,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.929052588,0.059824934,0.460457344,0.047597424,286.1756792,0.297286061,6.188851687,0.89648793,NA,NA,286.1772,280.6772,288.6772,5.707940635,,Pyruvate,0.969833031,15.08513809,19.53699688,FALSE,"[ 255.0772   275.20764  276.00708  276.75528  277.77011  278.5707
  279.58599  280.49341  281.5604   282.30975  283.7541   284.663    285.7335
  286.7484   288.1448   288.849    289.8734   292.2826 ]","[  1.00000000e-09   2.73024000e+00   3.12768000e+00   3.26592000e+00
   3.54240000e+00   3.83616000e+00   4.06944000e+00   4.42368000e+00
   4.93344000e+00   4.95072000e+00   5.09760000e+00   5.26176000e+00
   5.29632000e+00   5.62464000e+00   4.95072000e+00   3.84480000e+00
   2.98944000e+00   1.00000000e-09]"
281,89,30,Colwellia psychrerythraea,schoolfield simple,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,0.929051796,0.059825931,0.460459532,0.047598329,NA,NA,6.188696574,0.896478573,NA,NA,286.1772,280.6772,288.6772,5.707929341,,Pyruvate,0.969833112,15.08513809,19.53699688,TRUE,"[ 255.0772   275.20764  276.00708  276.75528  277.77011  278.5707
  279.58599  280.49341  281.5604   282.30975  283.7541   284.663    285.7335
  286.7484   288.1448   288.849    289.8734   292.2826 ]","[  1.00000000e-09   2.73024000e+00   3.12768000e+00   3.26592000e+00
   3.54240000e+00   3.83616000e+00   4.06944000e+00   4.42368000e+00
   4.93344000e+00   4.95072000e+00   5.09760000e+00   5.26176000e+00
   5.29632000e+00   5.62464000e+00   4.95072000e+00   3.84480000e+00
   2.98944000e+00   1.00000000e-09]"
282,90,30,Colwellia psychrerythraea,schoolfield,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,1.288425548,0,0.160565731,0,NA,NA,115.8142391,0,-26.46400626,0,291.3772,278.7772,291.6772,5.54861224,,Pyruvate,0.688274007,63.78562758,70.01822989,FALSE,"[ 255.0772   275.20764  276.00708  276.75528  277.77011  278.5707
  279.58599  280.49341  281.5604   282.30975  283.7541   284.663    285.7335
  286.7484   288.1448   288.849    289.8734   292.2826 ]","[  1.00000000e-09   2.73024000e+00   3.12768000e+00   3.26592000e+00
   3.54240000e+00   3.83616000e+00   4.06944000e+00   4.42368000e+00
   4.93344000e+00   4.95072000e+00   5.09760000e+00   5.26176000e+00
   5.29632000e+00   5.62464000e+00   4.95072000e+00   3.84480000e+00
   2.98944000e+00   1.00000000e-09]"
283,91,31,Colwellia psychrotropica,schoolfield two factor,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,1.206808972,0.065875987,0.446649737,0.037588188,291.1548054,0.312280669,4.31762249,0.413990187,NA,NA,291.1102,284.8102,294.5102,9.685652007,,Pyruvate,0.973731067,40.80151048,46.25672275,FALSE,"[ 256.0102   275.21921  276.13729  276.77288  277.62034  279.17401
  280.58644  282.14011  283.3407   285.6712   287.1542   288.1429   289.4847
  290.6853   292.5921   293.2983   294.287    295.2051   296.6881   297.7475
  299.2305   301.2079 ]","[  1.00000000e-09   3.36960000e+00   3.68064000e+00   4.08672000e+00
   4.91616000e+00   5.14080000e+00   5.79744000e+00   6.48000000e+00
   7.11936000e+00   7.92288000e+00   8.43264000e+00   8.83353600e+00
   9.06768000e+00   9.51609600e+00   8.83353600e+00   8.43264000e+00
   7.56864000e+00   6.75648000e+00   4.49280000e+00   2.73888000e+00
   1.00000000e-09   1.00000000e-09]"
284,92,31,Colwellia psychrotropica,schoolfield simple,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,1.206809624,0.065875504,0.446649535,0.037587231,NA,NA,4.317576157,0.41401783,NA,NA,291.1102,284.8102,294.5102,9.68563424,,Pyruvate,0.973731177,40.80151047,46.25672273,TRUE,"[ 256.0102   275.21921  276.13729  276.77288  277.62034  279.17401
  280.58644  282.14011  283.3407   285.6712   287.1542   288.1429   289.4847
  290.6853   292.5921   293.2983   294.287    295.2051   296.6881   297.7475
  299.2305   301.2079 ]","[  1.00000000e-09   3.36960000e+00   3.68064000e+00   4.08672000e+00
   4.91616000e+00   5.14080000e+00   5.79744000e+00   6.48000000e+00
   7.11936000e+00   7.92288000e+00   8.43264000e+00   8.83353600e+00
   9.06768000e+00   9.51609600e+00   8.83353600e+00   8.43264000e+00
   7.56864000e+00   6.75648000e+00   4.49280000e+00   2.73888000e+00
   1.00000000e-09   1.00000000e-09]"
285,93,31,Colwellia psychrotropica,schoolfield,"1998, Bowman, J.P. et al, 'Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov. : psychrophi I ic Antarctic species with the ability to synthesize docosahexaenoic acid (22)', International Journal of Systematic Bacteriology 48 (1171-1180)",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,1.206810429,0,0.446648112,0,NA,NA,4.317642708,0,-19.34620971,0,291.1102,284.8102,294.5102,9.685647871,,Pyruvate,0.973731078,44.80151049,52.43880766,FALSE,"[ 256.0102   275.21921  276.13729  276.77288  277.62034  279.17401
  280.58644  282.14011  283.3407   285.6712   287.1542   288.1429   289.4847
  290.6853   292.5921   293.2983   294.287    295.2051   296.6881   297.7475
  299.2305   301.2079 ]","[  1.00000000e-09   3.36960000e+00   3.68064000e+00   4.08672000e+00
   4.91616000e+00   5.14080000e+00   5.79744000e+00   6.48000000e+00
   7.11936000e+00   7.92288000e+00   8.43264000e+00   8.83353600e+00
   9.06768000e+00   9.51609600e+00   8.83353600e+00   8.43264000e+00
   7.56864000e+00   6.75648000e+00   4.49280000e+00   2.73888000e+00
   1.00000000e-09   1.00000000e-09]"
