,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
54_Sch_OS,Ferroplasma acidiphilum,schoolfield simple,Mg Protein,-2.2191084890251522,2.8899419064829037,NA,9.406877257213564,NA,315.3554,313.6554,316.7554,1032617.64082,NA,NA,1.0,-121.21970018986721,-122.28822838426775,2,False,4,4,54,Dopson_2004_Mt17,"Dopson, M., Dopson, M., Hind, A., Hind, A., Bowman, J. P., Bowman, J. P., ? Bond, P. L. (2004). Characterization of Ferroplasma Isolates and Ferroplasma acidarmanus sp. nov., Extreme Acidophiles from Acid Mine Drainage and Industrial Bioleaching Environments, APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 70(4), 2079?2088.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
74_Sch_OS,Ferroplasma acidiphilum,schoolfield simple,ime To oxidise 2000mg/L Fe2+,-4.613500243150471,0.6192143206066496,NA,9.901048056544244,NA,314.3356,309.5356,316.2356,0.291195028676,NA,NA,0.860460805326925,-72.98015474099292,-68.99067837700106,1,False,11,4,74,Franzman_2005_F_acidiphilum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
74_Sch_TF,Ferroplasma acidiphilum,schoolfield two factor,ime To oxidise 2000mg/L Fe2+,-4.613502006721589,0.6192147366050823,314.316049578,9.900860915820989,NA,314.3356,309.5356,316.2356,0.291194298486,NA,NA,0.8604606958545614,-72.98015470555082,-68.99067834155896,2,False,11,4,74,Franzman_2005_F_acidiphilum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
74_Sch_O,Ferroplasma acidiphilum,schoolfield,ime To oxidise 2000mg/L Fe2+,-4.613501544118456,0.6192146078951043,NA,9.901011538141434,-4.78126762951,314.3356,309.5356,316.2356,0.291194923467,NA,NA,0.8604607874948622,-68.98015473533174,-64.19488782574314,3,False,11,6,74,Franzman_2005_F_acidiphilum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
86_Sch_OS,Ferroplasma acidiphilum,schoolfield simple,Fe2+ Oxidised,12.558021901606764,0.7009664492477705,NA,3.136205369902285,NA,309.9475,303.9475,314.2475,7541580.73411,NA,NA,0.9549617951917655,217.28048105780186,219.67768876620104,1,False,8,4,86,Golyshina_2000_iron,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat?eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997?1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
86_Sch_TF,Ferroplasma acidiphilum,schoolfield two factor,Fe2+ Oxidised,12.558067358679885,0.7009539782216859,309.906060162,3.136255922503204,NA,309.9475,303.9475,314.2475,7541579.90312,NA,NA,0.9549617955882572,217.28048106118072,219.6776887695799,2,False,8,4,86,Golyshina_2000_iron,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat?eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997?1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
86_Sch_O,Ferroplasma acidiphilum,schoolfield,Fe2+ Oxidised,12.558070149017732,0.7009534484250447,NA,3.1362386505257556,-3.09807668471,309.9475,303.9475,314.2475,7541567.63073,NA,NA,0.9549617879669874,221.28048106133812,223.83657185309698,3,False,8,6,86,Golyshina_2000_iron,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat?eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997?1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
87_Sch_TF,Ferroplasma acidiphilum,schoolfield two factor,mg protein,11.032789295162912,0.9432171270571713,309.324622239,4.156635675140489,NA,309.3475,304.8475,312.5475,5179530.14828,NA,NA,0.9799918701908634,205.76935824562622,208.1665659540254,1,False,8,4,87,Golyshina_2000_protein,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat?eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997?1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
87_Sch_OS,Ferroplasma acidiphilum,schoolfield simple,mg protein,11.032800605812104,0.9432142245499147,NA,4.156637952380548,NA,309.3475,304.8475,312.5475,5179527.18354,NA,NA,0.979991859152495,205.76935824935848,208.16656595775765,2,False,8,4,87,Golyshina_2000_protein,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat?eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997?1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
87_Sch_O,Ferroplasma acidiphilum,schoolfield,mg protein,11.032795933342749,0.943215477199875,NA,4.156631776761372,-21.4269972828,309.3475,304.8475,312.5475,5179526.71224,NA,NA,0.9799918591979485,209.7693582471896,212.32544903894845,3,False,8,6,87,Golyshina_2000_protein,"Golyshina, O. V., Pivovarova, T. A., Karavaiko, G. I., Kondrat?eva, T. F., Moore, E. R. B., Abraham, W. R., ? Golyshin, P. N. (2000). Ferroplasma acidiphilum gen. nov., sp. nov., an acidophilic, autotrophic, ferrous-iron-oxidizing, cell-wall-lacking, mesophilic member of the Ferroplasmaceae fam. nov., comprising a distinct lineage of the Archaea. International Journal of Systematic and Evolutionary Microbiology, 50(3), 997?1006.",54.2,37.61,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
338_Sch_OS,Ferroplasma acidiphilum,schoolfield simple,Fe2+ Oxidation Rate,-4.617947655625544,0.6225769857387922,NA,9.610638967160074,NA,314.4532,309.6532,316.4532,0.296932421941,NA,NA,0.8616368682971329,-72.56031458701678,-68.57083822302492,1,False,11,4,338,85,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
338_Sch_TF,Ferroplasma acidiphilum,schoolfield two factor,Fe2+ Oxidation Rate,-4.617948267234215,0.6225771541169808,314.421019793,9.610474398793224,NA,314.4532,309.6532,316.4532,0.296931691894,NA,NA,0.8616367734423048,-72.56031455510909,-68.57083819111723,2,False,11,4,338,85,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
338_Sch_O,Ferroplasma acidiphilum,schoolfield,Fe2+ Oxidation Rate,-4.61795523692215,0.622578637415034,NA,9.610547679144803,-4.18548769538,314.4532,309.6532,316.4532,0.296932299438,NA,NA,0.861636839719033,-68.56031457474214,-63.775047665153544,3,False,11,6,338,85,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,True,F4
75_Sch_O,Ferroplasma cupricumulans,schoolfield,ime To oxidise 2000mg/L Fe2+,0.5911192824614248,1.6397445634641628e-07,NA,6.848765655437497,-1.14959509216,328.605,320.105,332.105,1.40639783711,NA,NA,0.9692221707924685,-94.5468379421807,-85.57671202730276,1,False,20,6,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,cupricumulans,True,F4
75_Sch_OS,Ferroplasma cupricumulans,schoolfield simple,ime To oxidise 2000mg/L Fe2+,-3.5606465125453926,0.5720986408260573,NA,5.241630800544133,NA,328.005,321.705,331.505,1.4752675997,NA,NA,0.9547173870093041,-90.74214660570541,-83.76348523793546,2,False,20,4,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,cupricumulans,True,F4
75_Sch_TF,Ferroplasma cupricumulans,schoolfield two factor,ime To oxidise 2000mg/L Fe2+,-3.5606508576547675,0.5720994081972827,328.030754192,5.241616876732873,NA,328.005,321.705,331.505,1.47526754729,NA,NA,0.9547173866641819,-90.74214659171642,-83.76348522394646,3,False,20,4,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,cupricumulans,True,F4
80_Sch_O,Fervidobacterium pennivorans,schoolfield,Specific Growth Rate,1.8498804600142518,1.0695798691173763e-09,NA,5.597327535806596,-1.6628139384,344.0394,333.5394,349.4394,5.75697850611,NA,NA,0.9930776047076026,-13.052458229744783,-11.43108718635759,1,False,7,6,80,Friedrich_1996_F_pennavorans,"1996,  FRIEDRICH, A.B. and ANTRANIKIAN, G., 'Keratin Degradation by Fervidobacterium pennavorans, a Novel Thermophilic Anaerobic Species of the Order Thermotogales', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 62, (2875?2882)",37.77,-25.49,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,pennivorans,True,Fermentation
80_Sch_TF,Fervidobacterium pennivorans,schoolfield two factor,Specific Growth Rate,-3.7252208831796487,0.6594858945276124,343.572357132,3.756250488040849,NA,343.5394,336.5394,348.2394,6.18872658619,NA,NA,0.9599397556406069,-4.913460045795485,-3.18390930051892,2,False,7,4,80,Friedrich_1996_F_pennavorans,"1996,  FRIEDRICH, A.B. and ANTRANIKIAN, G., 'Keratin Degradation by Fervidobacterium pennavorans, a Novel Thermophilic Anaerobic Species of the Order Thermotogales', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 62, (2875?2882)",37.77,-25.49,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,pennivorans,True,Fermentation
80_Sch_OS,Fervidobacterium pennivorans,schoolfield simple,Specific Growth Rate,-3.72527483318797,0.6594934120048932,NA,3.7561774480155616,NA,343.5394,336.5394,348.2394,6.18871807187,NA,NA,0.9599397626643122,-4.913459981311659,-3.1839092360350936,3,False,7,4,80,Friedrich_1996_F_pennavorans,"1996,  FRIEDRICH, A.B. and ANTRANIKIAN, G., 'Keratin Degradation by Fervidobacterium pennavorans, a Novel Thermophilic Anaerobic Species of the Order Thermotogales', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 62, (2875?2882)",37.77,-25.49,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,pennivorans,True,Fermentation
251_Sch_TF,Flavobacterium limicola,schoolfield two factor,Specific Growth Rate,-0.3567833530022687,0.509157297794442,293.445055753,6.881723995923706,NA,293.42234,288.22234,295.82234,2.89187588074,NA,NA,0.9965802069530353,-26.658184463765664,-25.699387117625392,1,False,6,4,251,Tamaki_2003_F_limicola,"Tamaki, H., Hanada, S., Kamagata, Y., Nakamura, K., Nomura, N., Nakano, K., & Matsumura, M. (2003). Flavobacterium limicola sp. nov., a psychrophilic, organic-polymer-degrading bacterium isolated from freshwater sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 519?526.",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,limicola,True,Aerobic
251_Sch_OS,Flavobacterium limicola,schoolfield simple,Specific Growth Rate,-0.35678273919844655,0.5091569832448766,NA,6.881729170187226,NA,293.42234,288.22234,295.82234,2.89187582324,NA,NA,0.9965802068531623,-26.658184463490848,-25.699387117350575,2,False,6,4,251,Tamaki_2003_F_limicola,"Tamaki, H., Hanada, S., Kamagata, Y., Nakamura, K., Nomura, N., Nakano, K., & Matsumura, M. (2003). Flavobacterium limicola sp. nov., a psychrophilic, organic-polymer-degrading bacterium isolated from freshwater sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 519?526.",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,limicola,True,Aerobic
251_Sch_O,Flavobacterium limicola,schoolfield,Specific Growth Rate,0.33635177180776926,0.5091133557152118,NA,6.881672446328728,-8.93046921434e-05,293.42234,288.22234,295.82234,2.89187841798,NA,NA,0.9965802054457468,-22.658184408572353,-22.115868123975968,3,False,6,6,251,Tamaki_2003_F_limicola,"Tamaki, H., Hanada, S., Kamagata, Y., Nakamura, K., Nomura, N., Nakano, K., & Matsumura, M. (2003). Flavobacterium limicola sp. nov., a psychrophilic, organic-polymer-degrading bacterium isolated from freshwater sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 519?526.",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,limicola,True,Aerobic
65_Sch_O,Flexistipes sinusarabici,schoolfield,Specific Growth Rate,0.7953121603580047,3.0808114948044363e-09,NA,12.899233884191712,-2.09455107767,321.8338,314.3338,324.3338,2.04211893684,NA,NA,0.9831097028990058,-25.638580347294976,-24.017209303907784,1,False,7,6,65,Fiala_1990_F_sinusarabici,"1990,  Fiala, G. et al , 'Flexistipes sinusarabici, a novel genus and species of eubacteria occurring in the Atlantis II Deep brines of the Red Sea', Archives of Microbiology, 154, (120-126)",21.23,38.04,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,sinusarabici,True,Fermentation
65_Sch_OS,Flexistipes sinusarabici,schoolfield simple,Specific Growth Rate,-3.700173192907086,0.7263921649391594,NA,6.216738498320103,NA,320.9338,316.0338,323.7338,2.16060635064,NA,NA,0.9392427910323191,-20.667574076310466,-18.9380233310339,2,False,7,4,65,Fiala_1990_F_sinusarabici,"1990,  Fiala, G. et al , 'Flexistipes sinusarabici, a novel genus and species of eubacteria occurring in the Atlantis II Deep brines of the Red Sea', Archives of Microbiology, 154, (120-126)",21.23,38.04,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,sinusarabici,True,Fermentation
65_Sch_TF,Flexistipes sinusarabici,schoolfield two factor,Specific Growth Rate,-3.700183235933651,0.7263940504710297,320.95202349,6.21670756040545,NA,320.9338,316.0338,323.7338,2.16060623228,NA,NA,0.9392427910959552,-20.667574062981977,-18.93802331770541,3,False,7,4,65,Fiala_1990_F_sinusarabici,"1990,  Fiala, G. et al , 'Flexistipes sinusarabici, a novel genus and species of eubacteria occurring in the Atlantis II Deep brines of the Red Sea', Archives of Microbiology, 154, (120-126)",21.23,38.04,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,sinusarabici,True,Fermentation
205_Sch_OS,Gelidibacter gilvus,schoolfield simple,Specific Growth Rate,-0.4542200968941847,0.6335381088440704,NA,1.7794539154366067,NA,296.80731,289.30731,303.60731,3.49847161571,NA,NA,0.8700938598252407,-133.85453208309622,-122.71132510065074,1,False,46,4,205,Nichols_1999_Gelidibacter_sp,"1999, NICHOLS, D.s. et al 'Physicochemical Parameters for Growth of the Sea Ice Bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158', APPLIED AND ENVIRONMENTAL MICROBIOLOGY.  65 (3757?3760)",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,gilvus,True,Aerobic
205_Sch_TF,Gelidibacter gilvus,schoolfield two factor,Specific Growth Rate,-0.4541928649893624,0.6335229219418667,296.831452042,1.7794747586422601,NA,296.80731,289.30731,303.60731,3.4984726756,NA,NA,0.8700938606460131,-133.85453203162552,-122.71132504918005,2,False,46,4,205,Nichols_1999_Gelidibacter_sp,"1999, NICHOLS, D.s. et al 'Physicochemical Parameters for Growth of the Sea Ice Bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158', APPLIED AND ENVIRONMENTAL MICROBIOLOGY.  65 (3757?3760)",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,gilvus,True,Aerobic
205_Sch_O,Gelidibacter gilvus,schoolfield,Specific Growth Rate,1.3659051289539337,3.4252620850772075e-08,NA,3.076914231000516,-1.40070769593,297.60731,288.70731,303.80731,3.4390387177,NA,NA,0.880086038531541,-133.5381984727142,-118.73770869729054,3,False,46,6,205,Nichols_1999_Gelidibacter_sp,"1999, NICHOLS, D.s. et al 'Physicochemical Parameters for Growth of the Sea Ice Bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158', APPLIED AND ENVIRONMENTAL MICROBIOLOGY.  65 (3757?3760)",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,gilvus,True,Aerobic
443_Sch_TF,Gelidibacter sp.,schoolfield two factor,Specific Growth Rate,-0.46467863161204537,0.8886799931437434,296.15504158,1.531151526507578,NA,296.18,288.68,304.68,4.94664306784,NA,NA,0.9365065662248009,-187.03686671702485,-174.64917949749625,1,False,59,4,443,191,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,True,Aerobic
443_Sch_O,Gelidibacter sp.,schoolfield,Specific Growth Rate,2.6092033139964017,4.022634404465819e-07,NA,0.8672934977463195,-1.0114974698,296.28,288.68,304.58,4.94325797712,NA,NA,0.9350314932525571,-181.6818254702918,-165.1390633629518,2,False,59,6,443,191,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,True,Aerobic
443_Sch_OS,Gelidibacter sp.,schoolfield simple,Specific Growth Rate,0.978590258520906,0.15723346354422962,NA,20.970699990459647,NA,NA,NA,NA,NA,NA,NA,0.4430306334701256,-58.91366996983136,-46.52598275030276,3,False,59,4,443,191,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,True,Aerobic
134_Sch_TF,Geobacillus caldotenax,schoolfield two factor,Specific Growth Rate,-3.797257729504946,1.0860012361210116,335.80777416,2.8652520384707105,NA,335.77122927,329.97122927,341.07122927,76.1235971384,NA,NA,0.9868858427023294,14.469548696410081,14.516738258580583,1,False,5,4,134,Kuhn_1980_complex,"1980, Kuhn, H.J. et al, 'Effects of Growth Temperature on Maximal Specific Growth Rate, Yield, Maintenance, and Death Rate in Glucose-Limited Continuous Culture of the Thermophilic Bacillus caldotenax', European J. Appl. Microbiol. Biotechnol., 10 (303-315)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldotenax,True,Aerobic
134_Sch_OS,Geobacillus caldotenax,schoolfield simple,Specific Growth Rate,-3.797190259235495,1.0859910994351618,NA,2.86527304797659,NA,335.77122927,329.97122927,341.07122927,76.1236764723,NA,NA,0.9868858452034864,14.469548698233455,14.516738260403956,2,False,5,4,134,Kuhn_1980_complex,"1980, Kuhn, H.J. et al, 'Effects of Growth Temperature on Maximal Specific Growth Rate, Yield, Maintenance, and Death Rate in Glucose-Limited Continuous Culture of the Thermophilic Bacillus caldotenax', European J. Appl. Microbiol. Biotechnol., 10 (303-315)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldotenax,True,Aerobic
135_Sch_OS,Geobacillus caldotenax,schoolfield simple,Specific Growth Rate,-3.9998391438322964,1.0461319604110186,NA,2.885192001993184,NA,336.99193945,331.09193945,342.29193945,52.8916705086,NA,NA,0.994550841482825,12.117222658388808,14.514430366787987,1,False,8,4,135,Kuhn_1980_minimal,"1980, Kuhn, H.J. et al, 'Effects of Growth Temperature on Maximal Specific Growth Rate, Yield, Maintenance, and Death Rate in Glucose-Limited Continuous Culture of the Thermophilic Bacillus caldotenax', European J. Appl. Microbiol. Biotechnol., 10 (303-315)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldotenax,False,Aerobic
135_Sch_TF,Geobacillus caldotenax,schoolfield two factor,Specific Growth Rate,-3.999834123166361,1.0461311899176255,337.003950514,2.885194816951483,NA,336.99193945,331.09193945,342.29193945,52.8916790909,NA,NA,0.9945508423612631,12.117222658389473,14.514430366788652,2,False,8,4,135,Kuhn_1980_minimal,"1980, Kuhn, H.J. et al, 'Effects of Growth Temperature on Maximal Specific Growth Rate, Yield, Maintenance, and Death Rate in Glucose-Limited Continuous Culture of the Thermophilic Bacillus caldotenax', European J. Appl. Microbiol. Biotechnol., 10 (303-315)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldotenax,False,Aerobic
135_Sch_O,Geobacillus caldotenax,schoolfield,Specific Growth Rate,4.180765101442345,0.0006819697464698349,NA,134.15426285216262,-1.51805183635,339.59193945,332.09193945,339.89193945,55.6966322682,NA,NA,0.5160309286138189,52.91353030014739,55.46962109190624,3,False,8,6,135,Kuhn_1980_minimal,"1980, Kuhn, H.J. et al, 'Effects of Growth Temperature on Maximal Specific Growth Rate, Yield, Maintenance, and Death Rate in Glucose-Limited Continuous Culture of the Thermophilic Bacillus caldotenax', European J. Appl. Microbiol. Biotechnol., 10 (303-315)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldotenax,False,Aerobic
157_Sch_OS,Geobacillus caldoxylosilyticus,schoolfield simple,Specific Growth Rate,-1.5475506054411723,0.6210950959887731,NA,4.2103051124262345,NA,341.3536,334.3536,345.6536,35.2101512857,NA,NA,0.9972945640256341,0.31690301922704833,0.36409258139754996,1,False,5,4,157,Marchant_2002_B70,"2002, Marchant, R. et al, 'The frequency and characteristics of highly thermophilic bacteria in cool soil environments', Environmental Microbiology, 10 (595?602)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldoxylosilyticus,True,Aerobic
157_Sch_TF,Geobacillus caldoxylosilyticus,schoolfield two factor,Specific Growth Rate,-1.5475505947535637,0.6210950946878165,341.321132551,4.2103050917665845,NA,341.3536,334.3536,345.6536,35.2101512393,NA,NA,0.9972945640295632,0.31690301922705366,0.3640925813975553,2,False,5,4,157,Marchant_2002_B70,"2002, Marchant, R. et al, 'The frequency and characteristics of highly thermophilic bacteria in cool soil environments', Environmental Microbiology, 10 (595?602)",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,caldoxylosilyticus,True,Aerobic
360_Sch_TF,Geobacillus stearothermophilus,schoolfield two factor,Specific Growth Rate,-5.786497990433551,1.4244097263109095,329.879033971,3.465610446202022,NA,329.9029,325.4029,334.1029,59.59585519,NA,NA,0.8222313683150861,123.77185865538661,132.06234134549402,1,False,26,4,360,107,"2015, Narjes Mtimet and Clément Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Leguérinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",,,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,True,Aerobic
