,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,Temperature,Response,Original_Data
429_Sch_O_model_point_340,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.6430000000077,0.0073485131162378285,False
429_Sch_O_model_point_341,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.7430000000077,0.0072497734389258195,False
429_Sch_O_model_point_342,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.84300000000775,0.0071513457005404875,False
429_Sch_O_model_point_343,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.94300000000777,0.007053272949521319,False
429_Sch_O_model_point_344,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.0430000000078,0.00695559663355082,False
429_Sch_O_model_point_345,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.1430000000078,0.006858356593125748,False
429_Sch_O_model_point_346,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.24300000000784,0.00676159105908007,False
429_Sch_O_model_point_347,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.34300000000786,0.006665336653867571,False
429_Sch_O_model_point_348,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.4430000000079,0.006569628396408315,False
429_Sch_O_model_point_349,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.5430000000079,0.00647449971029878,False
429_Sch_O_model_point_350,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.64300000000793,0.006379982435184805,False
429_Sch_O_model_point_351,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.74300000000795,0.006286106841094528,False
429_Sch_O_model_point_352,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.843000000008,0.006192901645529174,False
429_Sch_O_model_point_353,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.943000000008,0.006100394033111066,False
429_Sch_O_model_point_354,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.043000000008,0.006008609677590232,False
429_Sch_O_model_point_355,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.14300000000804,0.005917572766013973,False
429_Sch_O_model_point_356,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.24300000000807,0.005827306024867952,False
429_Sch_O_model_point_357,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.3430000000081,0.005737830748001634,False
429_Sch_O_model_point_358,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.4430000000081,0.005649166826156146,False
429_Sch_O_model_point_359,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.54300000000813,0.005561332777918296,False
429_Sch_O_model_point_360,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.64300000000816,0.005474345781930556,False
429_Sch_O_model_point_361,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.7430000000082,0.0053882217101933715,False
429_Sch_O_model_point_362,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.8430000000082,0.005302975162303009,False
429_Sch_O_model_point_363,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.9430000000082,0.00521861950047464,False
429_Sch_O_model_point_364,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.04300000000825,0.005135166885208668,False
429_Sch_O_model_point_365,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.14300000000827,0.005052628311464273,False
429_Sch_O_model_point_366,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.2430000000083,0.004971013645212716,False
429_Sch_O_model_point_367,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.3430000000083,0.004890331660249423,False
429_Sch_O_model_point_368,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.44300000000834,0.0048105900751522265,False
429_Sch_O_model_point_369,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.54300000000836,0.0047317955902792235,False
429_Sch_O_model_point_370,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.6430000000084,0.004653953924708235,False
429_Sch_O_model_point_371,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.7430000000084,0.0045770698530260496,False
429_Sch_O_model_point_372,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.84300000000843,0.004501147241882728,False
429_Sch_O_orig_point_0,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.643,1e-09,True
429_Sch_O_orig_point_1,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.897,0.000864001,True
429_Sch_O_orig_point_2,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.152,0.000864001,True
429_Sch_O_orig_point_3,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.635,0.0017280009999999998,True
429_Sch_O_orig_point_4,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.74899999999997,0.000864001,True
429_Sch_O_orig_point_5,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.77599999999995,0.000864001,True
429_Sch_O_orig_point_6,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.171,0.0025920009999999996,True
429_Sch_O_orig_point_7,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.654,0.0034560009999999998,True
429_Sch_O_orig_point_8,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.452,0.0034560009999999998,True
429_Sch_O_orig_point_9,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.049,0.004320001,True
429_Sch_O_orig_point_10,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.962,0.005184001,True
429_Sch_O_orig_point_11,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.217,0.006048001000000001,True
429_Sch_O_orig_point_12,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.12899999999996,0.006048001000000001,True
429_Sch_O_orig_point_13,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.61199999999997,0.006912001,True
429_Sch_O_orig_point_14,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.29699999999997,0.007776001,True
429_Sch_O_orig_point_15,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.551,0.008640001,True
429_Sch_O_orig_point_16,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.12199999999996,0.008640001,True
429_Sch_O_orig_point_17,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.491,0.009504001,True
429_Sch_O_orig_point_18,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.517,0.010368000999999998,True
429_Sch_O_orig_point_19,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.316,0.012096001,True
429_Sch_O_orig_point_20,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.342,0.011232001,True
429_Sch_O_orig_point_21,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.93899999999996,0.011232001,True
429_Sch_O_orig_point_22,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.19399999999996,0.010368000999999998,True
429_Sch_O_orig_point_23,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.221,0.011232001,True
429_Sch_O_orig_point_24,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.818,0.011232001,True
429_Sch_O_orig_point_25,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.186,0.009504001,True
429_Sch_O_orig_point_26,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.897,0.006048001000000001,True
430_Sch_O_model_point_0,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.368,0.003907086952849368,False
430_Sch_O_model_point_1,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.468,0.003935077610555533,False
430_Sch_O_model_point_2,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.56800000000004,0.0039632478824553775,False
